"DATE","RES ELE FEET","","STORAGE AF","","RES CHG AF","","TOC STO AF","","ABV TOC AF","","OUTFLOW CFS","","INFLOW CFS","","EVAP CFS","","RIV REL CFS","","PPT INC INCHES","","SPILL CFS","","DC PUMP CFS","","DIS PWR CFS",""
"08/18/1999","445.73","","762,413","","--","","--","","--","","2,254","","2,270","","116","","--","","0.00","","--","","238","","--",""
"08/19/1999","445.82","","763,308","","--","","--","","--","","2,573","","3,137","","112","","--","","0.00","","--","","226","","--",""
"08/20/1999","445.73","","762,413","","--","","--","","--","","2,555","","2,203","","99","","--","","0.00","","--","","235","","--",""
"08/21/1999","445.76","","762,711","","--","","--","","--","","2,516","","2,765","","99","","--","","0.00","","--","","243","","--",""
"08/22/1999","445.63","","761,418","","--","","--","","--","","2,500","","1,951","","102","","--","","0.00","","--","","245","","--",""
"08/23/1999","445.48","","759,927","","--","","--","","--","","2,546","","1,926","","132","","--","","0.00","","--","","247","","--",""
"08/24/1999","445.39","","759,032","","--","","--","","--","","2,596","","2,250","","106","","--","","0.00","","--","","242","","--",""
"08/25/1999","445.44","","759,529","","--","","--","","--","","2,182","","2,538","","106","","--","","0.00","","--","","246","","--",""
"08/26/1999","445.42","","759,330","","--","","--","","--","","2,547","","2,576","","129","","--","","0.00","","--","","246","","--",""
"08/27/1999","445.28","","757,938","","--","","--","","--","","2,586","","1,953","","69","","--","","0.01","","--","","234","","--",""
"08/28/1999","445.17","","756,844","","--","","--","","--","","2,632","","2,173","","92","","--","","0.00","","--","","237","","--",""
"08/29/1999","445.00","","755,153","","--","","--","","--","","2,620","","1,850","","82","","--","","0.00","","--","","242","","--",""
"08/30/1999","444.82","","753,374","","--","","--","","--","","2,609","","1,811","","99","","--","","0.00","","--","","232","","--",""
"08/31/1999","444.73","","752,485","","--","","--","","--","","2,676","","2,316","","89","","--","","0.00","","--","","222","","--",""
"09/01/1999","444.66","","751,793","","--","","--","","--","","2,551","","2,278","","76","","--","","0.00","","--","","215","","--",""
"09/02/1999","444.62","","751,397","","--","","--","","--","","2,473","","2,332","","59","","--","","0.00","","--","","218","","--",""
"09/03/1999","444.62","","751,397","","--","","--","","--","","2,398","","2,470","","72","","--","","0.00","","--","","219","","--",""
"09/04/1999","444.50","","750,212","","--","","--","","--","","2,632","","2,109","","76","","--","","0.00","","--","","222","","--",""
"09/05/1999","444.43","","749,520","","--","","--","","--","","2,555","","2,298","","92","","--","","0.00","","--","","232","","--",""
"09/06/1999","444.31","","748,334","","--","","--","","--","","2,492","","1,999","","105","","--","","0.00","","--","","224","","--",""
"09/07/1999","444.16","","746,851","","--","","--","","--","","2,551","","1,905","","102","","--","","0.00","","--","","231","","--",""
"09/08/1999","444.07","","745,962","","--","","--","","--","","2,315","","1,968","","102","","--","","0.00","","--","","231","","--",""
"09/09/1999","443.98","","745,074","","--","","--","","--","","2,204","","1,851","","95","","--","","0.00","","--","","204","","--",""
"09/10/1999","443.85","","743,797","","--","","--","","--","","2,226","","1,651","","69","","--","","0.00","","--","","226","","--",""
"09/11/1999","443.76","","742,913","","--","","--","","--","","2,227","","1,853","","72","","--","","0.00","","--","","216","","--",""
"09/12/1999","443.66","","741,931","","--","","--","","--","","2,316","","1,896","","75","","--","","0.00","","--","","217","","--",""
"09/13/1999","443.75","","742,815","","--","","--","","--","","1,263","","1,781","","72","","--","","0.00","","--","","223","","--",""
"09/14/1999","443.92","","744,485","","--","","--","","--","","1,348","","2,269","","79","","--","","0.00","","--","","217","","--",""
"09/15/1999","444.02","","745,468","","--","","--","","--","","1,672","","2,233","","65","","--","","0.00","","--","","205","","--",""
"09/16/1999","444.13","","746,555","","--","","--","","--","","1,179","","1,799","","72","","--","","0.00","","--","","217","","--",""
"09/17/1999","444.20","","747,247","","--","","--","","--","","1,508","","1,919","","62","","--","","0.00","","--","","209","","--",""
"09/18/1999","444.10","","746,258","","--","","--","","--","","2,595","","2,166","","69","","--","","0.00","","--","","203","","--",""
"09/19/1999","443.98","","745,074","","--","","--","","--","","2,655","","2,084","","26","","--","","0.00","","--","","199","","--",""
"09/20/1999","443.82","","743,502","","--","","--","","--","","2,549","","1,813","","56","","--","","0.00","","--","","204","","--",""
"09/21/1999","443.69","","742,226","","--","","--","","--","","2,066","","1,494","","72","","--","","0.00","","--","","213","","--",""
"09/22/1999","443.47","","740,065","","--","","--","","--","","2,740","","1,749","","98","","--","","0.00","","--","","210","","--",""
"09/23/1999","443.24","","737,807","","--","","--","","--","","2,738","","1,684","","85","","--","","0.00","","--","","208","","--",""
"09/24/1999","442.96","","735,060","","--","","--","","--","","2,763","","1,446","","68","","--","","0.00","","--","","218","","--",""
"09/25/1999","442.69","","732,425","","--","","--","","--","","2,761","","1,507","","75","","--","","0.00","","--","","214","","--",""
"09/26/1999","442.54","","730,961","","--","","--","","--","","2,044","","1,384","","78","","--","","0.00","","--","","210","","--",""
"09/27/1999","442.30","","728,619","","--","","--","","--","","2,487","","1,390","","84","","--","","0.00","","--","","213","","--",""
"09/28/1999","442.05","","726,180","","--","","--","","--","","2,810","","1,674","","94","","--","","0.00","","--","","212","","--",""
"09/29/1999","441.78","","723,559","","--","","--","","--","","2,782","","1,554","","94","","--","","0.00","","--","","212","","--",""
"09/30/1999","441.58","","721,619","","--","","--","","--","","2,412","","1,518","","84","","--","","0.00","","--","","216","","--",""
"10/01/1999","441.51","","720,941","","--","","--","","--","","2,494","","2,236","","84","","--","","0.00","","--","","209","","--",""
"10/02/1999","441.27","","718,613","","--","","--","","--","","2,786","","1,680","","68","","--","","0.00","","--","","210","","--",""
"10/03/1999","440.84","","714,453","","--","","--","","--","","2,773","","718","","42","","--","","0.00","","--","","203","","--",""
"10/04/1999","440.49","","711,081","","--","","--","","--","","2,750","","1,098","","48","","--","","0.00","","--","","198","","--",""
"10/05/1999","440.18","","708,094","","--","","--","","--","","2,769","","1,315","","51","","--","","0.00","","--","","195","","--",""
"10/06/1999","439.91","","705,499","","--","","--","","--","","2,756","","1,495","","48","","--","","0.00","","--","","178","","--",""
"10/07/1999","439.60","","702,532","","--","","--","","--","","2,766","","1,306","","35","","--","","0.01","","--","","182","","--",""
"10/08/1999","439.32","","699,852","","--","","--","","--","","2,633","","1,317","","35","","--","","0.01","","--","","200","","--",""
"10/09/1999","439.04","","697,172","","--","","--","","--","","2,616","","1,328","","63","","--","","0.00","","--","","200","","--",""
"10/10/1999","438.77","","694,603","","--","","--","","--","","2,612","","1,393","","76","","--","","0.00","","--","","199","","--",""
"10/11/1999","438.54","","692,417","","--","","--","","--","","2,686","","1,647","","63","","--","","0.00","","--","","208","","--",""
"10/12/1999","438.29","","690,041","","--","","--","","--","","2,474","","1,348","","73","","--","","0.00","","--","","188","","--",""
"10/13/1999","437.98","","687,095","","--","","--","","--","","2,649","","1,237","","72","","--","","0.00","","--","","205","","--",""
"10/14/1999","437.62","","683,697","","--","","--","","--","","2,628","","987","","72","","--","","0.00","","--","","180","","--",""
"10/15/1999","437.25","","680,205","","--","","--","","--","","2,652","","948","","56","","--","","0.00","","--","","201","","--",""
"10/16/1999","436.98","","677,658","","--","","--","","--","","2,645","","1,427","","66","","--","","0.00","","--","","191","","--",""
"10/17/1999","436.73","","675,314","","--","","--","","--","","2,651","","1,529","","59","","--","","0.00","","--","","195","","--",""
"10/18/1999","436.38","","672,034","","--","","--","","--","","2,653","","1,048","","50","","--","","0.00","","--","","193","","--",""
"10/19/1999","436.05","","668,941","","--","","--","","--","","2,646","","1,130","","44","","--","","0.00","","--","","183","","--",""
"10/20/1999","435.72","","665,866","","--","","--","","--","","2,575","","1,075","","50","","--","","0.00","","--","","180","","--",""
"10/21/1999","435.39","","662,795","","--","","--","","--","","2,555","","1,068","","62","","--","","0.00","","--","","190","","--",""
"10/22/1999","435.04","","659,537","","--","","--","","--","","2,556","","982","","68","","--","","0.00","","--","","189","","--",""
"10/23/1999","434.68","","656,208","","--","","--","","--","","2,553","","918","","43","","--","","0.00","","--","","183","","--",""
"10/24/1999","434.41","","653,713","","--","","--","","--","","2,604","","1,377","","31","","--","","0.00","","--","","181","","--",""
"10/25/1999","434.06","","650,479","","--","","--","","--","","2,647","","1,059","","43","","--","","0.00","","--","","183","","--",""
"10/26/1999","433.69","","647,082","","--","","--","","--","","2,660","","990","","43","","--","","0.00","","--","","177","","--",""
"10/27/1999","433.37","","644,147","","--","","--","","--","","2,546","","1,110","","43","","--","","0.00","","--","","162","","--",""
"10/28/1999","433.13","","641,946","","--","","--","","--","","2,676","","1,588","","21","","--","","0.34","","--","","150","","--",""
"10/29/1999","432.88","","639,662","","--","","--","","--","","2,535","","1,395","","12","","--","","0.00","","--","","146","","--",""
"10/30/1999","432.60","","637,113","","--","","--","","--","","2,530","","1,281","","36","","--","","0.00","","--","","141","","--",""
"10/31/1999","432.35","","634,837","","--","","--","","--","","2,289","","1,190","","48","","--","","0.00","","--","","165","","--",""
"11/01/1999","432.04","","632,015","","--","","--","","--","","2,559","","1,166","","30","","--","","0.00","","--","","165","","--",""
"11/02/1999","431.77","","629,573","","--","","--","","--","","2,256","","1,067","","42","","--","","0.00","","--","","159","","--",""
"11/03/1999","431.41","","626,320","","--","","--","","--","","2,552","","937","","24","","--","","0.00","","--","","155","","--",""
"11/04/1999","431.05","","623,068","","--","","--","","--","","2,561","","954","","33","","--","","0.00","","--","","160","","--",""
"11/05/1999","430.67","","619,657","","--","","--","","--","","2,571","","890","","39","","--","","0.00","","--","","160","","--",""
"11/06/1999","430.32","","616,519","","--","","--","","--","","2,558","","997","","21","","--","","0.00","","--","","151","","--",""
"11/07/1999","430.02","","613,829","","--","","--","","--","","2,570","","1,232","","18","","--","","0.00","","--","","146","","--",""
"11/08/1999","429.76","","611,515","","--","","--","","--","","2,340","","1,203","","30","","--","","0.83","","--","","137","","--",""
"11/09/1999","429.46","","608,846","","--","","--","","--","","2,120","","784","","9","","--","","0.00","","--","","132","","--",""
"11/10/1999","429.12","","605,822","","--","","--","","--","","2,655","","1,156","","27","","--","","0.00","","--","","131","","--",""
"11/11/1999","428.80","","602,989","","--","","--","","--","","2,654","","1,235","","9","","--","","0.00","","--","","125","","--",""
"11/12/1999","428.44","","599,813","","--","","--","","--","","2,698","","1,120","","24","","--","","0.00","","--","","130","","--",""
"11/13/1999","428.05","","596,371","","--","","--","","--","","2,993","","1,281","","23","","--","","0.00","","--","","136","","--",""
"11/14/1999","427.79","","594,092","","--","","--","","--","","2,432","","1,306","","23","","--","","0.00","","--","","133","","--",""
"11/15/1999","427.60","","592,430","","--","","--","","--","","2,421","","1,583","","0","","--","","0.05","","--","","126","","--",""
"11/16/1999","427.55","","591,992","","--","","--","","--","","2,479","","2,288","","29","","--","","0.00","","--","","122","","--",""
"11/17/1999","427.43","","590,942","","--","","--","","--","","2,552","","2,022","","0","","--","","0.57","","--","","125","","--",""
"11/18/1999","427.29","","589,717","","--","","--","","--","","2,164","","1,552","","6","","--","","0.00","","--","","122","","--",""
"11/19/1999","427.16","","588,579","","--","","--","","--","","3,133","","2,574","","15","","--","","0.00","","--","","123","","--",""
"11/20/1999","427.18","","588,754","","--","","--","","--","","1,664","","1,758","","6","","--","","0.66","","--","","117","","--",""
